CM_ÁÎÐÒ_À âèòoê=1107(121107) 3 ôeâpaëÿ 2020ã.s8 Ha÷.Kaäp=0   date=3 2 2020
                 1    ,       2    ,      3    ,      4    ,
     t           MMPTCT      MMPTCT      ÃPAÄ C      MMPTCT  t_ÁOPTOBOE   BÈTOK
 7:13:31.122         ~           ~           ~     740.27441  7:13:29.872  1107
 7:13:31.421         ~           ~      25.23614         ~    7:13:30.170  1107
 7:13:31.442         ~     734.78174         ~           ~    7:13:30.191  1107
 7:13:32.164   734.71979         ~           ~           ~    7:13:30.914  1107
 7:13:32.482         ~           ~           ~     740.27441  7:13:31.234  1107
 7:13:32.779         ~           ~      25.00970         ~    7:13:31.531  1107
 7:13:32.800         ~     734.78174         ~           ~    7:13:31.553  1107
 7:13:33.521   734.71979         ~           ~           ~    7:13:32.250  1107
 7:13:33.839         ~           ~           ~     740.27441  7:13:32.562  1107
 7:13:34.136         ~           ~      25.00970         ~    7:13:32.854  1107
 7:13:34.157         ~     734.78174         ~           ~    7:13:32.875  1107
 7:13:34.879   734.71979         ~           ~           ~    7:13:33.617  1107
 7:13:35.197         ~           ~           ~     740.27441  7:13:33.936  1107
 7:13:35.494         ~           ~      25.00970         ~    7:13:34.234  1107
 7:13:35.515         ~     734.78174         ~           ~    7:13:34.255  1107
 7:13:36.236   734.71979         ~           ~           ~    7:13:34.978  1107
 7:13:36.554         ~           ~           ~     740.27441  7:13:35.297  1107
 7:13:36.851         ~           ~      25.00970         ~    7:13:35.595  1107
 7:13:36.872         ~     739.42999         ~           ~    7:13:35.617  1107
 7:13:37.594   734.71979         ~           ~           ~    7:13:36.340  1107
 7:13:37.912         ~           ~           ~     740.27441  7:13:36.659  1107
 7:13:38.209         ~           ~      25.00970         ~    7:13:36.957  1107
 7:13:38.230         ~     734.78174         ~           ~    7:13:36.978  1107
 7:13:38.951   734.71979         ~           ~           ~    7:13:37.702  1107
 7:13:39.269         ~           ~           ~     740.27441  7:13:38.021  1107
 7:13:39.566         ~           ~      25.00970         ~    7:13:38.319  1107
 7:13:39.587         ~     739.42999         ~           ~    7:13:38.340  1107
 7:13:40.309   734.71979         ~           ~           ~    7:13:39.041  1107
 7:13:40.627         ~           ~           ~     740.27441  7:13:39.354  1107
 7:13:40.924         ~           ~      25.00970         ~    7:13:39.645  1107
 7:13:40.945         ~     734.78174         ~           ~    7:13:39.666  1107
 7:13:41.666   739.77777         ~           ~           ~    7:13:40.404  1107
 7:13:41.984         ~           ~           ~     740.27441  7:13:40.723  1107
 7:13:42.281         ~           ~      25.23614         ~    7:13:41.021  1107
 7:13:42.302         ~     734.78174         ~           ~    7:13:41.042  1107
 7:13:43.024   734.71979         ~           ~           ~    7:13:41.765  1107
 7:13:43.342         ~           ~           ~     740.27441  7:13:42.085  1107
 7:13:43.639         ~           ~      25.23614         ~    7:13:42.382  1107
 7:13:43.660         ~     734.78174         ~           ~    7:13:42.404  1107
 7:13:44.381   734.71979         ~           ~           ~    7:13:43.127  1107
 7:13:44.699         ~           ~           ~     740.27441  7:13:43.446  1107
 7:13:44.996         ~           ~      25.23614         ~    7:13:43.744  1107
 7:13:45.017         ~     739.42999         ~           ~    7:13:43.765  1107
 7:13:45.739   734.71979         ~           ~           ~    7:13:44.489  1107
 7:13:46.057         ~           ~           ~     740.27441  7:13:44.808  1107
 7:13:46.354         ~           ~      25.00970         ~    7:13:45.083  1107
 7:13:46.375         ~     734.78174         ~           ~    7:13:45.104  1107
 7:13:47.096   739.77777         ~           ~           ~    7:13:45.812  1107
 7:13:47.414         ~           ~           ~     740.27441  7:13:46.148  1107
 7:13:47.711         ~           ~      25.23614         ~    7:13:46.446  1107
 7:13:47.732         ~     739.42999         ~           ~    7:13:46.468  1107
 7:13:48.454   734.71979         ~           ~           ~    7:13:47.191  1107
 7:13:48.772         ~           ~           ~     740.27441  7:13:47.510  1107
 7:13:49.069         ~           ~      25.00970         ~    7:13:47.808  1107
 7:13:49.090         ~     734.78174         ~           ~    7:13:47.829  1107
 7:13:49.811   739.77777         ~           ~           ~    7:13:48.553  1107
 7:13:50.129         ~           ~           ~     740.27441  7:13:48.872  1107
 7:13:50.426         ~           ~      25.00970         ~    7:13:49.170  1107
 7:13:50.447         ~     734.78174         ~           ~    7:13:49.191  1107
 7:13:51.169   734.71979         ~           ~           ~    7:13:49.914  1107
 7:13:51.489         ~           ~           ~     740.27441  7:13:50.234  1107
 7:13:51.786         ~           ~      25.00970         ~    7:13:50.531  1107
 7:13:51.807         ~     734.78174         ~           ~    7:13:50.553  1107
 7:13:52.528   739.77777         ~           ~           ~    7:13:51.276  1107
 7:13:52.846         ~           ~           ~     740.27441  7:13:51.595  1107
 7:13:53.143         ~           ~      25.23614         ~    7:13:51.893  1107
 7:13:53.164         ~     734.78174         ~           ~    7:13:51.914  1107
 7:13:53.886   739.77777         ~           ~           ~    7:13:52.604  1107
 7:13:54.204         ~           ~           ~     740.27441  7:13:52.916  1107
 7:13:54.501         ~           ~      25.00970         ~    7:13:53.234  1107
 7:13:54.522         ~     734.78174         ~           ~    7:13:53.255  1107
 7:13:55.243   734.71979         ~           ~           ~    7:13:53.978  1107
 7:13:55.561         ~           ~           ~     740.27441  7:13:54.297  1107
 7:13:55.858         ~           ~      25.00970         ~    7:13:54.595  1107
 7:13:55.879         ~     734.78174         ~           ~    7:13:54.617  1107
 7:13:56.601   739.77777         ~           ~           ~    7:13:55.340  1107
 7:13:56.919         ~           ~           ~     740.27441  7:13:55.659  1107
 7:13:57.216         ~           ~      25.23614         ~    7:13:55.957  1107
 7:13:57.237         ~     734.78174         ~           ~    7:13:55.978  1107
 7:13:57.958   734.71979         ~           ~           ~    7:13:56.702  1107
 7:13:58.276         ~           ~           ~     740.27441  7:13:57.021  1107
 7:13:58.573         ~           ~      25.00970         ~    7:13:57.319  1107
 7:13:58.594         ~     739.42999         ~           ~    7:13:57.340  1107
 7:13:59.316   734.71979         ~           ~           ~    7:13:58.063  1107
 7:13:59.634         ~           ~           ~     740.27441  7:13:58.382  1107
 7:13:59.931         ~           ~      25.00970         ~    7:13:58.680  1107
 7:13:59.952         ~     739.42999         ~           ~    7:13:58.702  1107
 7:14:00.673   734.71979         ~           ~           ~    7:13:59.395  1107
 7:14:00.991         ~           ~           ~     740.27441  7:13:59.708  1107
 7:14:01.288         ~           ~      25.23614         ~    7:14:00.021  1107
 7:14:01.309         ~     734.78174         ~           ~    7:14:00.042  1107
 7:14:02.031   739.77777         ~           ~           ~    7:14:00.765  1107
 7:14:02.349         ~           ~           ~     740.27441  7:14:01.085  1107
 7:14:02.646         ~           ~      25.23614         ~    7:14:01.382  1107
 7:14:02.667         ~     739.42999         ~           ~    7:14:01.404  1107
 7:14:03.388   734.71979         ~           ~           ~    7:14:02.127  1107
 7:14:03.706         ~           ~           ~     740.27441  7:14:02.446  1107
 7:14:04.003         ~           ~      25.00970         ~    7:14:02.744  1107
 7:14:04.024         ~     734.78174         ~           ~    7:14:02.765  1107
 7:14:04.746   734.71979         ~           ~           ~    7:14:03.489  1107
 7:14:05.064         ~           ~           ~     740.27441  7:14:03.808  1107
 7:14:05.361         ~           ~      25.00970         ~    7:14:04.106  1107
 7:14:05.382         ~     734.78174         ~           ~    7:14:04.127  1107
 7:14:06.103   734.71979         ~           ~           ~    7:14:04.851  1107
 7:14:06.421         ~           ~           ~     740.27441  7:14:05.170  1107
 7:14:06.718         ~           ~      25.00970         ~    7:14:05.468  1107
 7:14:06.739         ~     739.42999         ~           ~    7:14:05.489  1107
 7:14:07.461   739.77777         ~           ~           ~    7:14:06.187  1107
 7:14:07.779         ~           ~           ~     740.27441  7:14:06.500  1107
 7:14:08.076         ~           ~      25.00970         ~    7:14:06.791  1107
 7:14:08.097         ~     734.78174         ~           ~    7:14:06.812  1107
 7:14:08.818   734.71979         ~           ~           ~    7:14:07.553  1107
 7:14:09.136         ~           ~           ~     740.27441  7:14:07.872  1107
 7:14:09.433         ~           ~      25.00970         ~    7:14:08.170  1107
 7:14:09.454         ~     734.78174         ~           ~    7:14:08.191  1107
 7:14:10.176   734.71979         ~           ~           ~    7:14:08.914  1107
 7:14:10.494         ~           ~           ~     740.27441  7:14:09.234  1107
 7:14:10.791         ~           ~      25.23614         ~    7:14:09.531  1107
 7:14:10.812         ~     744.07819         ~           ~    7:14:09.553  1107
 7:14:11.535   729.66174         ~           ~           ~    7:14:10.276  1107
 7:14:11.853         ~           ~           ~     740.27441  7:14:10.595  1107
 7:14:12.150         ~           ~      25.00970         ~    7:14:10.893  1107
 7:14:12.171         ~     734.78174         ~           ~    7:14:10.914  1107
 7:14:12.895   734.71979         ~           ~           ~    7:14:11.638  1107
 7:14:13.213         ~           ~           ~     740.27441  7:14:11.957  1107
 7:14:13.510         ~           ~      25.00970         ~    7:14:12.255  1107
 7:14:13.531         ~     734.78174         ~           ~    7:14:12.276  1107
 7:14:14.252   734.71979         ~           ~           ~    7:14:13.000  1107
 7:14:14.570         ~           ~           ~     740.27441  7:14:13.291  1107
 7:14:14.867         ~           ~      25.23614         ~    7:14:13.583  1107
 7:14:14.888         ~     734.78174         ~           ~    7:14:13.604  1107
 7:14:15.610   734.71979         ~           ~           ~    7:14:14.340  1107
 7:14:15.928         ~           ~           ~     740.27441  7:14:14.659  1107
 7:14:16.225         ~           ~      25.00970         ~    7:14:14.957  1107
 7:14:16.246         ~     734.78174         ~           ~    7:14:14.978  1107
 7:14:16.967   734.71979         ~           ~           ~    7:14:15.702  1107
 7:14:17.285         ~           ~           ~     740.27441  7:14:16.021  1107
 7:14:17.582         ~           ~      25.00970         ~    7:14:16.319  1107
 7:14:17.603         ~     734.78174         ~           ~    7:14:16.340  1107
 7:14:18.325   739.77777         ~           ~           ~    7:14:17.063  1107
 7:14:18.643         ~           ~           ~     740.27441  7:14:17.382  1107
 7:14:18.940         ~           ~      25.00970         ~    7:14:17.680  1107
 7:14:18.961         ~     734.78174         ~           ~    7:14:17.702  1107
 7:14:19.682   739.77777         ~           ~           ~    7:14:18.425  1107
 7:14:20.000         ~           ~           ~     740.27441  7:14:18.744  1107
 7:14:20.297         ~           ~      25.00970         ~    7:14:19.042  1107
 7:14:20.318         ~     734.78174         ~           ~    7:14:19.063  1107
 7:14:21.040   739.77777         ~           ~           ~    7:14:19.787  1107
 7:14:21.358         ~           ~           ~     740.27441  7:14:20.083  1107
